2022-11-10 15:57:00.334 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.core.BeanPropertyRowMapper      : Mapping column 'highestPrice' to property 'highestPrice' of type 'java.math.BigDecimal'
2022-11-10 15:57:00.335 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.core.BeanPropertyRowMapper      : Mapping column 'openingPrice' to property 'openingPrice' of type 'java.math.BigDecimal'
2022-11-10 15:57:00.336 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.core.BeanPropertyRowMapper      : Mapping column 'tradingValue' to property 'tradingValue' of type 'java.math.BigDecimal'
2022-11-10 15:57:00.338 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.core.BeanPropertyRowMapper      : Mapping column 'tradingVolume' to property 'tradingVolume' of type 'long'
2022-11-10 15:57:00.340 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.core.BeanPropertyRowMapper      : Mapping column 'rurnoverRate' to property 'rurnoverRate' of type 'java.math.BigDecimal'
2022-11-10 15:57:01.571 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.support.JdbcTransactionManager  : Creating new transaction with name [com.market.stock.service.impl.StockServiceImpl.saveDailyIndex]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT,-java.lang.Exception
2022-11-10 15:57:01.573 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.support.JdbcTransactionManager  : Acquired Connection [HikariProxyConnection@653260372 wrapping com.mysql.cj.jdbc.ConnectionImpl@108e30fa] for JDBC transaction
2022-11-10 15:57:01.574 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.support.JdbcTransactionManager  : Switching JDBC Connection [HikariProxyConnection@653260372 wrapping com.mysql.cj.jdbc.ConnectionImpl@108e30fa] to manual commit
2022-11-10 15:57:01.577 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.core.JdbcTemplate               : Executing SQL batch update [insert into daily_index(code, date, opening_price, pre_closing_price, highest_price, closing_price, lowest_price, trading_volume, trading_value, rurnover_rate) values(?, ?, ?, ?, ?, ?, ?, ?, ?, ?)] with a batch size of 2
2022-11-10 15:57:01.578 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.core.JdbcTemplate               : Executing prepared SQL statement [insert into daily_index(code, date, opening_price, pre_closing_price, highest_price, closing_price, lowest_price, trading_volume, trading_value, rurnover_rate) values(?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
2022-11-10 15:57:01.578 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.support.JdbcUtils               : JDBC driver supports batch updates
2022-11-10 15:57:01.583 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.support.JdbcTransactionManager  : Initiating transaction commit
2022-11-10 15:57:01.583 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.support.JdbcTransactionManager  : Committing JDBC transaction on Connection [HikariProxyConnection@653260372 wrapping com.mysql.cj.jdbc.ConnectionImpl@108e30fa]
2022-11-10 15:57:01.587 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.support.JdbcTransactionManager  : Releasing JDBC Connection [HikariProxyConnection@653260372 wrapping com.mysql.cj.jdbc.ConnectionImpl@108e30fa] after transaction
2022-11-10 15:57:01.587 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.core.JdbcTemplate               : Executing prepared SQL update
2022-11-10 15:57:01.587 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.core.JdbcTemplate               : Executing prepared SQL statement [update execute_info set start_time = ?, complete_time = ?, message = ? where id = ?]
2022-11-10 15:57:01.588 DEBUG 23647 --- [http-nio-2222-exec-1] o.s.jdbc.datasource.DataSourceUtils      : Fetching JDBC Connection from DataSource
2022-11-10 15:57:01.607 DEBUG 23647 --- [http-nio-2222-exec-3] o.s.jdbc.core.JdbcTemplate               : Executing prepared SQL query
2022-11-10 15:57:01.608 DEBUG 23647 --- [http-nio-2222-exec-3] o.s.jdbc.core.JdbcTemplate               : Executing prepared SQL statement [select count(1) from (select e.id, t.name, e.state, t.description, e.start_time as startTime, e.complete_time as completeTime from execute_info e, task t where e.task_id = t.id) _row]
2022-11-10 15:57:01.608 DEBUG 23647 --- [http-nio-2222-exec-3] o.s.jdbc.datasource.DataSourceUtils      : Fetching JDBC Connection from DataSource
2022-11-10 15:57:01.611 DEBUG 23647 --- [http-nio-2222-exec-3] o.s.jdbc.core.JdbcTemplate               : Executing prepared SQL query
2022-11-10 15:57:01.611 DEBUG 23647 --- [http-nio-2222-exec-3] o.s.jdbc.core.JdbcTemplate               : Executing prepared SQL statement [select e.id, t.name, e.state, t.description, e.start_time as startTime, e.complete_time as completeTime from execute_info e, task t where e.task_id = t.id limit ?, ?]
2022-11-10 15:57:01.611 DEBUG 23647 --- [http-nio-2222-exec-3] o.s.jdbc.datasource.DataSourceUtils      : Fetching JDBC Connection from DataSource
2022-11-10 15:57:01.611 DEBUG 23647 --- [http-nio-2222-exec-3] o.s.jdbc.core.BeanPropertyRowMapper      : Mapping column 'id' to property 'id' of type 'int'
2022-11-10 15:57:01.611 DEBUG 23647 --- [http-nio-2222-exec-3] o.s.jdbc.core.BeanPropertyRowMapper      : Mapping column 'name' to property 'name' of type 'java.lang.String'
2022-11-10 15:57:01.612 DEBUG 23647 --- [http-nio-2222-exec-3] o.s.jdbc.core.BeanPropertyRowMapper      : Mapping column 'state' to property 'state' of type 'int'
2022-11-10 15:57:01.612 DEBUG 23647 --- [http-nio-2222-exec-3] o.s.jdbc.core.BeanPropertyRowMapper      : Mapping column 'description' to property 'description' of type 'java.lang.String'
2022-11-10 15:57:01.612 DEBUG 23647 --- [http-nio-2222-exec-3] o.s.jdbc.core.BeanPropertyRowMapper      : Mapping column 'startTime' to property 'startTime' of type 'java.util.Date'
2022-11-10 15:57:01.612 DEBUG 23647 --- [http-nio-2222-exec-3] o.s.jdbc.core.BeanPropertyRowMapper      : Mapping column 'completeTime' to property 'completeTime' of type 'java.util.Date'
2022-11-10 15:57:04.035 DEBUG 23647 --- [http-nio-2222-exec-5] o.s.jdbc.core.JdbcTemplate               : Executing prepared SQL query
2022-11-10 15:57:04.037 DEBUG 23647 --- [http-nio-2222-exec-5] o.s.jdbc.core.JdbcTemplate               : Executing prepared SQL statement [select e.id, task_id as taskId, params_str as paramsStr from execute_info e, task t where e.task_id = t.id and t.id in (?) order by t.id]
